name,city,country,status.started,status.completed,height,floors,material,function,student
Hooters Hotel Casino,Las Vegas,US,0,1973,60.40000153,19,concrete,2,
Ronald McDonald House,Chicago,US,2010,2012,60.36999893,15,concrete,1,
Monadnock Building,Chicago,US,1889,1893,60.04999924,17,masonry,1,
BB&T Building,Miami,US,0,1985,60,0,steel,1,
R+D 659,Chicago,US,0,2009,58.34999847,17,concrete,2,
Price Tower Arts Center,Bartlesville,US,1953,1956,58.22000122,19,concrete,3,
The Ken Garff Building,Salt Lake City,US,0,1967,58.22000122,12,steel,1,
Anthem Blue Cross,Los Angeles,US,0,0,57.90999985,13,concrete,1,
Clark and Grand Hotels,Chicago,US,2011,2013,57.75999832,19,concrete,1,
Kaleida Health GVI and UB CRTC,Buffalo,US,2009,2012,57.52999878,10,steel,1,
The Coyote,Chicago,US,0,1928,56.68999863,13,steel,1,
165 Castleton Park Tower,New York City,US,0,1976,56.40000153,20,concrete,1,
Luhrs Tower,Phoenix,US,0,1929,56.40000153,14,concrete,1,
The Godfrey,Chicago,US,2006,2014,55.56000137,16,steel/concrete,1,
Blue Residential Tower,New York City,US,2004,2007,55.16999817,16,concrete,1,
"Hilton Milwaukee City Center, West Building",Milwaukee,US,0,2000,55.16999817,13,concrete,2,
The Rookery,Chicago,US,1885,1888,55.02000046,12,steel,1,
Home Insurance Building,Chicago,US,0,1890,55,12,steel,1,
Ameristar East Chicago Hotel,East Chicago,US,2000,2001,54.59999847,15,concrete,1,
Enquirer Building,Cincinnati,US,0,1928,54.29999924,14,steel,1,
"Grange Mutual Insurance Headquarters, North Building",Columbus,US,0,1978,53.95000076,12,steel,1,
HL23,New York City,US,2008,2011,53.66999817,14,steel,1,
The Element,Dallas,US,0,2008,53.63999939,15,concrete,1,
Spertus Institute of Jewish Studies,Chicago,US,2006,2007,53.34999847,10,steel,1,
River Towers A,Minneapolis,US,1964,1966,53.29999924,16,concrete,1,
Franklin Towers,Portland (ME),US,1967,1969,52.75,16,concrete,1,
City Hyde Park,Chicago,US,2014,2016,52.38999939,14,concrete,2,
172 Montague Street,New York City,US,0,2015,52.36000061,19,concrete,1,
Reva and David Logan Center for Arts,Chicago,US,2010,2012,51.09999847,11,concrete/steel,1,
Guaranty Building,Buffalo,US,1895,1896,51,13,steel,1,
The University of Chicago Campus North Residence Hall & Dining Commons,Chicago,US,2014,2016,50.06000137,15,concrete,2,
Boston Building,Salt Lake City,US,1908,1910,50,11,steel,1,
Bayard-Condict Building,New York City,US,1897,1899,49.38000107,13,steel,1,
Social and Behavioral Science Tower,Salt Lake City,US,0,1971,49.06999969,14,concrete,2,
FlatironCity,Atlanta,US,0,1897,48.20000076,11,steel,1,
Ohio State House,Columbus,US,0,1861,47.90000153,2,masonry,1,
"GEMS World Academy - Chicago, Lower School",Chicago,US,0,2014,47.40000153,10,concrete,1,
Meridian Plaza I,Sacramento,US,0,2003,46,12,concrete,1,
Vue53,Chicago,US,2015,2016,45.95000076,14,concrete,1,
Wainwright Building,St. Louis,US,0,1892,44.81000137,10,steel,1,
Hilliard Senior Homes I,Chicago,US,0,1966,44.5,16,concrete,1,
Hilliard Senior Homes II,Chicago,US,0,1966,44.5,16,concrete,1,
"Grange Mutual Insurance Headquarters, South Building",Columbus,US,2006,2010,43.88999939,10,steel,1,
504 Broadway,Gary,US,0,1927,43.27999878,10,steel,1,
Genesis Towers,Gary,US,0,1926,43,10,steel,1,
Sheraton Hotel,Gary,US,1968,1970,41.45000076,14,concrete,1,
Jayne Building,Philadelphia,US,1849,1850,39.31000137,10,masonry,1,
Knights of Columbus Building,Gary,US,0,1926,35.97000122,11,steel,1,
Metropolitan Life North Annex,New York City,US,1931,0,0,100,steel,1,
The San Remo,Jersey City,US,2015,2017,0,61,concrete,1,
Marque Chicago,Chicago,US,0,0,0,52,concrete,1,
Resorts World Las Vegas Tower II,Las Vegas,US,2015,2018,0,50,concrete,2,
Resorts World Las Vegas Tower III,Las Vegas,US,2015,2018,0,49,concrete,2,
33 Park Avenue Tower 1,Jersey City,US,0,0,0,44,concrete,1,
33 Park Avenue Tower 2,Jersey City,US,0,0,0,44,concrete,1,
Resorts World Las Vegas Tower IV,Las Vegas,US,2015,2018,0,44,concrete,2,
Clark & Divison Tower,Chicago,US,0,0,0,42,concrete,1,
Echelon on Rincon Hill,San Francisco,US,0,0,0,42,concrete,1,
Jackson East,New York City,US,0,0,0,40,concrete,1,
Mystic Pointe Tower 400,Aventura,US,0,1990,0,40,concrete,1,
The InterContinental San Francisco,San Francisco,US,0,2008,0,40,concrete,1,
Flora Lofts,Dallas,US,2015,0,0,39,concrete,1,
Renaissance Hotel,New York City,US,2015,2017,0,39,concrete,1,
"The Ritz-Carlton Residences, Waikiki Beach, East Tower",Honolulu,US,2014,2017,0,39,concrete,1,
Walton on the Park North Tower,Chicago,US,0,0,0,39,concrete,1,
143 Bay Street,Jersey City,US,2015,2016,0,38,concrete,1,
The Morgan at Provost Square,Jersey City,US,2013,2015,0,38,concrete,1,
420 Albee Square,New York City,US,2016,2018,0,35,concrete,1,
Capitol Tower,Houston,US,2015,2018,0,34,concrete,1,
Krystal Tower,Miami,US,2007,2016,0,34,concrete,1,
Monarc at Met 3,Miami,US,2013,2016,0,34,concrete,1,
Mystic Pointe Tower 300,Aventura,US,0,1989,0,33,concrete,1,
Mystic Pointe Tower 500,Aventura,US,0,1991,0,33,concrete,1,
Jackson West,New York City,US,0,0,0,30,concrete,1,
Mystic Pointe Tower 200,Aventura,US,0,1989,0,30,concrete,1,
AVA Theatre District Tower,Boston,US,2013,2015,0,29,composite,1,
23 East 39th Street,New York City,US,2016,0,0,27,concrete,1,
1550 North Prospect Avenue,Milwaukee,US,0,0,0,26,concrete,1,
500 Walnut,Philadelphia,US,2015,2017,0,26,concrete,1,
Cityscape Tower 2,Phoenix,US,2008,2014,0,26,concrete,2,
SkyHouse Buckhead,Atlanta,US,2013,2015,0,26,concrete,1,
46-10 Center Boulevard,New York City,US,2012,2014,0,25,concrete,1,
901 Harrison Street,Seattle,US,0,0,0,25,concrete,1,
Klyde Warren Park Tower,Dallas,US,2015,2017,0,25,steel,1,
Marina Palms North Tower,North Miami Beach,US,0,2015,0,25,concrete,1,
Marina Palms South Tower,North Miami Beach,US,0,2015,0,25,concrete,1,
3Eleven,Chicago,US,0,0,0,24,concrete,1,
Amergy Tower,Houston,US,2015,2016,0,24,concrete,1,
Citi Tower,Orlando,US,0,0,0,24,concrete,1,
Museum Tower at Centennial Hill,Atlanta,US,0,2002,0,24,concrete,1,
Cyan on Peachtree,Atlanta,US,2014,2015,0,23,concrete,1,
Hartford Marriott Downtown,Hartford,US,0,2005,0,22,composite,1,
Icon in the Gulch,Nashville,US,2006,2008,0,22,concrete,2,
Encore Condominiums,Nashville,US,0,2008,0,21,concrete,2,
The Ellington,Philadelphia,US,0,1923,0,21,steel,1,
Yard Building,Portland,US,2014,2016,0,21,concrete,2,
Grove at Grand Bay North Tower,Miami,US,2013,2016,0,20,concrete,1,
Grove at Grand Bay South Tower,Miami,US,2013,2016,0,20,concrete,1,
Le Meridian Hotel,Denver,US,2015,2017,0,20,concrete,1,
Nissen Building,Winston-Salem,US,1926,1927,0,20,steel,1,
The Atlantis Condominiums,Miami,US,1980,1982,0,20,concrete,1,
153 Remsen Street,New York City,US,0,0,0,19,concrete,1,
City Point Tower I,New York City,US,2013,2015,0,19,concrete,1,
Four Seasons Baltimore & Residences,Baltimore,US,2008,2011,0,19,concrete,2,
Halekauwila Place,Honolulu,US,2013,2014,0,19,concrete,1,
Humboldt Bank Building,San Francisco,US,1906,1908,0,19,steel,1,
Troy Boston,Boston,US,0,2015,0,19,steel,1,
107-115 East Wells Street,Milwaukee,US,0,0,0,18,concrete,2,
Binghamton State Office Building,Binghamton,US,1970,1972,0,18,steel,1,
Joshua Arms,Joliet,US,0,0,0,18,concrete,1,
The Fifth,Royal Oak,US,0,2007,0,18,concrete,1,
Tower Two-Sixty,Pittsburgh,US,2013,2016,0,18,steel,3,
101 Seaport,Boston,US,0,2015,0,17,steel,1,
Eighty Seven Park,Miami Beach,US,2016,2018,0,17,concrete,1,
Staybridge Suites,Chicago,US,2007,2008,0,17,steel/concrete,1,
Buffalo General Hospital Building A,Buffalo,US,1982,1986,0,16,steel,1,
Colony House Condominiums,Atlanta,US,1972,1973,0,15,concrete,1,
North Campus Residence Hall,Chicago,US,2014,2016,0,15,concrete,1,
Columbia Medical & Graduate Education Building,New York City,US,2013,2016,0,14,concrete,1,
Jones Hall,Jersey City,US,0,1939,0,14,steel,1,
Ohio Public Employees Retirement System,Columbus,US,2000,2004,0,13,steel,1,
My Micro NY,New York City,US,2014,2015,0,10,concrete,2,
United States Courthouse ?Salt Lake City,Salt Lake City,US,0,2014,0,10,steel,1,
"1047 Amsterdam Avenue, East Tower",New York City,US,2014,0,0,0,concrete,1,
"1047 Amsterdam Avenue, West Tower",New York City,US,2014,0,0,0,concrete,1,
330 Kamakee Street,Honolulu,US,0,0,0,0,concrete,2,
Hallets Point 1,New York City,US,0,0,0,0,concrete,1,
Hallets Point 2,New York City,US,0,0,0,0,concrete,1,
Hallets Point 3,New York City,US,0,0,0,0,concrete,1,
Hallets Point 4,New York City,US,0,0,0,0,concrete,1,
Hallets Point 5,New York City,US,0,0,0,0,concrete,1,
Hallets Point 6,New York City,US,0,0,0,0,concrete,1,
